run_timestamp,sample_idx,ABSTRACT_ID,orig_len,sum_len,tfidf_cosine,rouge1_f1,rouge2_f1,rougeL_f1,hallucination_gpt4,generated_summary
2025-11-21T16:24:05,0,2069316,1039,752,0.6145780240981028,0.41584158415841577,0.11,0.28712871287128716,0.3,"We developed an animal model of chronic allergic airway disease by exposing nine sheep to ascaris antigen through tracheal instillation until stable RL increase in six reactive sheep groups was observed. The pulmonary CF tests and bronchoalveolar lavage (BAL) analyses showed that RL was cm holsec in group A, while RL was l in groups B and C. The trapping volume FRC and UP resistance near residual volume were cm holsec in group A, and UP resistance near residual volume was cm holsec in group A, B, and C. Total cells were x ml in group A, B, and C. Macrophages, neutrophils, and eosinophils were in group A, B, and C, respectively, with p less than group C versus group A. The total proteins, albumin, and fibronectin did not differ between groups."
2025-11-21T16:24:05,1,6967959,1276,375,0.16069132453732957,0.47058823529411764,0.14,0.35294117647058826,0.2,"The text describes a case of pyogenic granulomas (PG) in a patient with a rare occurrence in the alimentary tract, specifically the stomach, where an endoscopic examination revealed a lesion with vascular features and anemia. The patient underwent embolotherapy and histological analysis confirming the diagnosis, with the lesion being asymptomatic and showing no recurrence."
2025-11-21T16:24:05,2,3492721,1051,570,0.3773529701886526,0.40625000000000006,0.20634920634920637,0.34375000000000006,0.25,"The LPS of *Neisseria meningitidis* was subjected to Kd procedures to produce oligosaccharide fragments, and high-resolution H and C NMR spectroscopy revealed structural information on specific regions of the LPS, including sialylation at the terminal β-d-glucosyl residue of the lactonate and the presence of a PE substituent at the penultimate heptopyranosyl residue of the other antenna. The structure of the deoxyd Mannose octulosonic acid disaccharide region was also elucidated, and all these findings allowed the reconstruction of the entire native LPS structure."
2025-11-21T16:24:05,3,8388738,400,282,0.3816024024984735,0.611111111111111,0.39999999999999997,0.5833333333333333,0.1,"The study assessed the relative prognostic value of dobutamine and dipyridamole in patients with idiopathic dilated cardiomyopathy (DCM), finding that the inotropic reserve associated with these drugs showed better outcomes, though the exact prognostic significance remains unclear."
2025-11-21T16:24:05,4,6234238,1121,263,0.1787517098770828,0.2682926829268293,0.025000000000000005,0.17073170731707318,0.25,"Pyridoxine is a diagnostic test for pyridoxinedependent seizures in infants, confirmed by a parenteral pyridine injection test. MT and T3 should be continued indefinitely with dose adjustments based on age and other factors, while the dose range is not yet clear."
2025-11-21T16:24:05,5,3874752,1651,421,0.37169145932241,0.3865546218487395,0.06837606837606838,0.2184873949579832,0.25,"A total of PA isolates were collected from GA hospitals in Japan, with fifteen strains identified carrying the MBL gene. These strains exhibited varying levels of imipenem resistance, with three showing high-level resistance and two low-level, and the rest in between. The results suggest that the acquisition of the MBL gene does not necessarily confer resistance to carbapenems, as the gene is transferred via plasmids."
2025-11-21T16:24:05,6,13253027,1487,385,0.17295473088286653,0.3829787234042554,0.10869565217391304,0.23404255319148937,0.2,"Dor is a clinical challenge in fertility care, with AF (dormancy) tests such as AFC, AMH, and antimullerian hormone showing promising predictive value, though environmental and genetic factors also contribute. These findings highlight the complexity of dor, with potential interventions like cryopreservation, dietary support, and mitochondrial transfer offering hope for amelioration."
2025-11-21T16:24:05,7,8512090,1040,570,0.4981232834922359,0.21705426356589147,0.0,0.15503875968992248,0.25,"We describe two cases of simple heterozygosity for the common beta CT mutation, both with a TI phenotype, where membrane defects or enzyme deficiencies caused synergistic effects. A triplication of the alphaglobin genes was found, but it did not justify the severity of the transfusion-dependent phenotype. A multiplex Ligation-dependent Probe Amplification (MLPA) analysis revealed two new rearrangements in the alphaglobin gene cluster, including a full duplication of the UP RII element in one case, and a duplication of the alphaglobin genes locus in the other case."
2025-11-21T16:24:05,8,3967251,1449,440,0.4958169622590931,0.339622641509434,0.11538461538461538,0.22641509433962262,0.2,"By using EC and quantitative histomorphometric methods, it was determined that tinixcux x alloys have a higher repassivation potential than tini alloys, with Cu content improving corrosion resistance and pitting potentials. The connective tissue layer on tinicu plates is thicker than in other alloys, and no significant differences were observed in tissue parameters over time. Tinixcux x shape memory alloys exhibit good biocompatibility."
2025-11-21T16:24:05,9,3262191,536,405,0.34862258679470565,0.4,0.14814814814814814,0.2727272727272727,0.2,"In the study, the metabolism of lithocholic acid (LCA) was assessed via radiochromatography and gas-liquid chromatography-mass spectrometry, and its relationship to cholestasis was explored. The role of the perivenous zone in LCA-induced cholestasis was examined, as well as the transformation of LCA by BBZ and SP eye movements. No available test can distinguish between benzodiazepines and neuroleptics."
2025-11-21T16:24:05,10,1052303,2446,517,0.35523068914553324,0.3410852713178295,0.07874015748031496,0.186046511627907,0.2,"There exists evidence that parvocellular neurosecretory SN in the PVH and PVN of the hypothalamus are CE integrators of negative feedback (FB) effects from circulating glucocorticoids. Total deafferentations of the PVN resulted in increased crh and avp mRNA expression in the PVN, with only minor induction in the medial parvocellular but not posterior MC divisions. These findings suggest that local effects of GCs on PVN neurons are ineffective, indicating a role for neuronal feedback in regulating crh expression."
2025-11-21T16:24:05,11,2419145,380,275,0.4944005369606291,0.5393258426966292,0.16091954022988506,0.47191011235955055,0.0,"SS rbp and zinc levels were evaluated in normal subjects and pancreatic CA patients, showing a significant decrease in rpb and concomitant reduction in Pr and zinc. MRA suggested that the reduction in rpb is mainly due to decreased Pr levels, while zinc's role is negligible."
2025-11-21T16:24:05,12,12250182,328,347,0.3828361139156596,0.32941176470588235,0.048192771084337345,0.28235294117647053,0.2,"An accidental intravenous infusion (IV) of an EF can cause fatal or life-threatening complications, including sepsis, acute respiratory and circulatory failure, acute kidney injury, hepatic dysfunction, coagulation disorders, and permanent neurological sequelae, due to compatible connections between EF systems and intravenous infusion catheters."
2025-11-21T16:24:05,13,15391307,1703,542,0.42081270376888075,0.30088495575221236,0.05405405405405406,0.1769911504424779,0.2,"CPPs and antimicrobial MMPs share physicochemical properties that enhance their functional characteristics. We evaluated antimicrobial properties of a latarcin-derived peptide LDP against microorganisms and found that LDP exhibited bactericidal activity against MRSA, while its fusion with NLS significantly reduced cytotoxicity in Hela cells and improved cellpenetrating activity. LDPnLS showed antimicrobial and bactericidal effects against MRSA and inhibited MRS infection in Hela cells, suggesting dual action with AMP and CPP properties."
2025-11-21T16:24:05,14,13339820,642,384,0.4440855642021395,0.5054945054945055,0.22471910112359553,0.3516483516483517,0.1,"In patients with diabetes mellitus, ABD ultrasonography is a diagnostic technique used to detect and monitor secondary and accompanying diseases of the liver, kidneys, pancreas, and gastrointestinal tract, as well as abdominal vessels. The review highlights its role in identifying etiological factors of diabetes and its diagnostic relevance in hepatic and pancreatic manifestations."
2025-11-21T16:24:05,15,2731895,1280,568,0.32072340343085626,0.24793388429752064,0.03361344537815126,0.1652892561983471,0.3,"The study evaluated bacteriostatic activity of immunoglobulins from bovine and human colostrum and milk, LTF, and Siga from pooled HM against *E. coli* in a TC medium. Pooled Siga showed slight bacteriostatic activity against human commensal or *E. coli* strains, but had a stronger effect only on *E. coli* serotype O1. The results demonstrated that acetyl-CoA (AC) to fatty acid (FA) and triglyceride (TG) proportions in the infant's blood were indicators of HFA utilization, and decreased carnitine intake was associated with impaired HFA oxidation and ketogenesis."
2025-11-21T16:24:05,16,13860058,744,374,0.39564160660674824,0.25999999999999995,0.04081632653061224,0.18000000000000002,0.1,"CC is one of the top three cancers in the world, with colonoscopy as the gold standard for diagnosis, but it is costly and labor-intensive. Alternative modalities like guaiac and immunohistochemical FOB tests are available, and their implications are reviewed. CTC and colon CE are being studied for their role in CC screening, with flexible sigmoidoscopy as an alternative."
2025-11-21T16:24:05,17,13962623,365,258,0.29714729466749273,0.32,0.0273972602739726,0.24,0.1,The study compares the HRT disc area to the NVD ratio and evaluates its effectiveness in diagnosing congenital ONH conditions by determining the optimal cutoff value. The findings aim to assess whether HRT can differentiate hypoplastic discs from normal NVD.
2025-11-21T16:24:05,18,15000522,1756,327,0.3207334566624417,0.42000000000000004,0.04081632653061225,0.24000000000000002,0.1,"The study evaluated two PCR assays (RTIIPCR and IIPCR) for Felv detection in feline plasma or SS samples, achieving a 95% CA limit of RNA and 5 DNA copies for the RTIIPCR, while the IIPCR had 6 DNA copies. Both methods showed comparable sensitivity to a reference RT-PCR and QPCR, and demonstrated high agreement with the QPCR."
2025-11-21T16:24:05,19,6642105,1099,370,0.3661238195875055,0.3272727272727273,0.11111111111111112,0.2545454545454546,0.1,"The study shows that mice lacking smp exhibit increased MR, abnormal vacuoles, mitochondria, and C1 lysosomes, with a higher total hepatic TG and cholesterol compared to wild-type mice. These findings suggest that smp has a Bcl-2 CF with a wide spectrum, indicating susceptibility to harmful reagents, making smpko mice a useful tool for aging and biological monitoring."
2025-11-21T16:24:05,20,7525370,762,340,0.21658938833654623,0.3516483516483516,0.11235955056179774,0.3076923076923077,0.2,"The management of obesity includes surgical interventions such as gastroplasty, gastric bypass, and intragastric balloon, with T3 showing efficacy in inducing weight loss. Patients with morbid obesity who previously failed medical treatment now benefit from these procedures. Surgical techniques vary based on individual patient conditions."
2025-11-21T16:24:05,21,6425169,1014,508,0.44008254272177116,0.4426229508196721,0.2,0.3114754098360656,0.2,"Exposure to gestational diabetes in rats leads to dysplasia of the ventromedial hypothalamic nucleus (VMN), which is crucial for regulating body weight and metabolism. VMN malformation is absent in adult F1 offspring of GD mothers treated with islet transplants during gestation, and no morphometric changes occur in the PVH Thy nucleus. Prevention of VMN malformation in offspring of islet transplanted IDDM mothers is directly linked to normalized maternal metabolism during critical perinatal development."
2025-11-21T16:24:05,22,12171387,1105,460,0.3802756028127189,0.46153846153846156,0.08695652173913043,0.25641025641025644,0.4,"A year-old Caucasian male patient with giant coronary artery aneurysms was found on a CT scan, including a LAD aneurysm, and underwent CABG and nephrectomy using specific grafts. Giant coronary artery aneurysms are rare in pediatric patients and predominantly secondary to atheromatous disease, with coexistence of extracoronary aneurysms being extremely rare. The case highlights the importance of imaging to identify extracoronary aneurysms in such patients."
2025-11-21T16:24:05,23,7770253,1250,716,0.2571232569749873,0.2206896551724138,0.05594405594405595,0.13793103448275862,0.4,"Thromboembolic adverse reactions were reported after transfusion of SDPL plasma in the United States (US) and European Union (EU) markets, with US plasma showing significantly lower concentrations of clotting factors and increased levels of fibrin monomer, complement activation, and lipoprotein A (LPA), while EU plasma had lower LPA and complement levels. The US plasma also had higher concentrations of protein S activity and anti-trypsin inhibitor MICs, with substantial losses of protein S and free antigen antitrypsin inhibitor activity. The US plasma had a very high C2 of complement activation (desargase) and elevated LPA, which could contribute to thrombogenicity, while EU plasma had lower levels of both."
2025-11-21T16:24:05,24,3245452,816,283,0.28685556559960385,0.3132530120481927,0.049382716049382706,0.14457831325301204,0.1,LF has been implicated in normal regulation of myeloid blood cell production and abnormalities in its interactions are associated with hematopoietic disorders. Studies using gel PACE and chromatography revealed its ability to form tetramers and exhibit a bipolar charge distribution.
