run_timestamp,sample_idx,ABSTRACT_ID,orig_len,sum_len,tfidf_cosine,rouge1_f1,rouge2_f1,rougeL_f1,nli_avg_entailment,hallucination_nli,hallucination_level_nli,hallucination_heuristic,hallucination_level_heuristic,unsupported_count,numeric_hallucinated_count,unsupported_tokens,numeric_hallucinated,generated_summary
2025-11-20T23:43:44,0,2069316,1039,752,0.6145780240981028,0.41584158415841577,0.11,0.28712871287128716,0.7855532964070638,0.21444670359293616,MEDIUM,0.03241657499083241,LOW,3,0,observe analyse respectively,,"We developed an animal model of chronic allergic airway disease by exposing nine sheep to ascaris antigen through tracheal instillation until stable RL increase in six reactive sheep groups was observed. The pulmonary CF tests and bronchoalveolar lavage (BAL) analyses showed that RL was cm holsec in group A, while RL was l in groups B and C. The trapping volume FRC and UP resistance near residual volume were cm holsec in group A, and UP resistance near residual volume was cm holsec in group A, B, and C. Total cells were x ml in group A, B, and C. Macrophages, neutrophils, and eosinophils were in group A, B, and C, respectively, with p less than group C versus group A. The total proteins, albumin, and fibronectin did not differ between groups."
2025-11-20T23:43:44,1,6967959,1276,375,0.16069132453732957,0.47058823529411764,0.14,0.35294117647058826,0.9685094058513641,0.031490594148635864,LOW,0.24933586337760913,MEDIUM,9,0,text describe occurrence specifically examination vascular feature underwent diagnosis,,"The text describes a case of pyogenic granulomas (PG) in a patient with a rare occurrence in the alimentary tract, specifically the stomach, where an endoscopic examination revealed a lesion with vascular features and anemia. The patient underwent embolotherapy and histological analysis confirming the diagnosis, with the lesion being asymptomatic and showing no recurrence."
2025-11-20T23:43:44,2,3492721,1051,570,0.3773529701886526,0.40625000000000006,0.20634920634920637,0.34375000000000006,0.5054120793938637,0.4945879206061363,HIGH,0.1307845744680851,LOW,7,0,spectroscopy reveal specific lactonate deoxyd mannose octulosonic,,"The LPS of *Neisseria meningitidis* was subjected to Kd procedures to produce oligosaccharide fragments, and high-resolution H and C NMR spectroscopy revealed structural information on specific regions of the LPS, including sialylation at the terminal β-d-glucosyl residue of the lactonate and the presence of a PE substituent at the penultimate heptopyranosyl residue of the other antenna. The structure of the deoxyd Mannose octulosonic acid disaccharide region was also elucidated, and all these findings allowed the reconstruction of the entire native LPS structure."
2025-11-20T23:43:44,3,8388738,400,282,0.3816024024984735,0.611111111111111,0.39999999999999997,0.5833333333333333,0.7484877109527588,0.2515122890472412,MEDIUM,0.22076923076923077,MEDIUM,7,0,find drug show well though exact significance,,"The study assessed the relative prognostic value of dobutamine and dipyridamole in patients with idiopathic dilated cardiomyopathy (DCM), finding that the inotropic reserve associated with these drugs showed better outcomes, though the exact prognostic significance remains unclear."
2025-11-20T23:43:44,4,6234238,1121,263,0.1787517098770828,0.2682926829268293,0.025000000000000005,0.17073170731707318,0.9520014524459839,0.04799854755401611,LOW,0.19989395546129374,MEDIUM,5,0,infant adjustment base factor yet,,"Pyridoxine is a diagnostic test for pyridoxinedependent seizures in infants, confirmed by a parenteral pyridine injection test. MT and T3 should be continued indefinitely with dose adjustments based on age and other factors, while the dose range is not yet clear."
2025-11-20T23:43:44,5,3874752,1651,421,0.37169145932241,0.3865546218487395,0.06837606837606838,0.2184873949579832,0.6302573482195536,0.3697426517804464,HIGH,0.0716784010901658,LOW,3,0,vary level show,,"A total of PA isolates were collected from GA hospitals in Japan, with fifteen strains identified carrying the MBL gene. These strains exhibited varying levels of imipenem resistance, with three showing high-level resistance and two low-level, and the rest in between. The results suggest that the acquisition of the MBL gene does not necessarily confer resistance to carbapenems, as the gene is transferred via plasmids."
2025-11-20T23:43:44,6,13253027,1487,385,0.17295473088286653,0.3829787234042554,0.10869565217391304,0.23404255319148937,0.9287197291851044,0.07128027081489563,LOW,0.23921794134560093,MEDIUM,10,0,dormancy contribute finding highlight complexity potential intervention support offering amelioration,,"Dor is a clinical challenge in fertility care, with AF (dormancy) tests such as AFC, AMH, and antimullerian hormone showing promising predictive value, though environmental and genetic factors also contribute. These findings highlight the complexity of dor, with potential interventions like cryopreservation, dietary support, and mitochondrial transfer offering hope for amelioration."
2025-11-20T23:43:44,7,8512090,1040,570,0.4981232834922359,0.21705426356589147,0.0,0.15503875968992248,0.6767456047236919,0.32325439527630806,MEDIUM,0.038158519221642144,LOW,2,0,cause synergistic,,"We describe two cases of simple heterozygosity for the common beta CT mutation, both with a TI phenotype, where membrane defects or enzyme deficiencies caused synergistic effects. A triplication of the alphaglobin genes was found, but it did not justify the severity of the transfusion-dependent phenotype. A multiplex Ligation-dependent Probe Amplification (MLPA) analysis revealed two new rearrangements in the alphaglobin gene cluster, including a full duplication of the UP RII element in one case, and a duplication of the alphaglobin genes locus in the other case."
2025-11-20T23:43:44,8,3967251,1449,440,0.4958169622590931,0.339622641509434,0.11538461538461538,0.22641509433962262,0.955541749795278,0.04445825020472205,LOW,0.12830188679245283,LOW,6,0,use determine pitting thick time exhibit,,"By using EC and quantitative histomorphometric methods, it was determined that tinixcux x alloys have a higher repassivation potential than tini alloys, with Cu content improving corrosion resistance and pitting potentials. The connective tissue layer on tinicu plates is thicker than in other alloys, and no significant differences were observed in tissue parameters over time. Tinixcux x shape memory alloys exhibit good biocompatibility."
2025-11-20T23:43:44,9,3262191,536,405,0.34862258679470565,0.4,0.14814814814814814,0.2727272727272727,0.989452064037323,0.010547935962677002,LOW,0.15172413793103448,MEDIUM,5,0,via explore well transformation bbz,,"In the study, the metabolism of lithocholic acid (LCA) was assessed via radiochromatography and gas-liquid chromatography-mass spectrometry, and its relationship to cholestasis was explored. The role of the perivenous zone in LCA-induced cholestasis was examined, as well as the transformation of LCA by BBZ and SP eye movements. No available test can distinguish between benzodiazepines and neuroleptics."
