run_timestamp,sample_idx,ABSTRACT_ID,orig_len,sum_len,tfidf_cosine,rouge1_f1,rouge2_f1,rougeL_f1,nli_avg_entailment,hallucination_score,hallucination_level,generated_summary
2025-11-10T00:22:50,0,2069316,1039,728,0.5654086499177318,0.46938775510204084,0.12371134020618557,0.29591836734693877,0.8011792500813802,0.19882074991861975,MEDIUM,"We developed an animal model of chronic allergic airway disease by repeatedly exposing nine sheep to tracheal instillation of ascaris antigen until stable RL increases were observed, with RL at three times control in six reactive sheep group C. The pulmonary CF tests and bronchoalveolar lavage analyses showed that RL was cm holsec in group C compared to groups A and B, and trapping volume FRC was l cm holsec in group A. UP resistance at PF was not different between groups, but near residual volume was cm holsec in group A, B, and C. Total cells were x ml in group A, B, and C, and macrophages, neutrophils, and eosinophils were present in all groups. Total proteins, albumin, and fibronectin did not differ between groups."
2025-11-10T00:22:50,1,6967959,1276,466,0.20652545264109157,0.4912280701754386,0.125,0.2807017543859649,0.9370155930519104,0.0629844069480896,LOW,"Pyogenic granulomas (PGs) are rare in the gastrointestinal tract, with a case reported from a 1-year-old patient who developed a PG during endoscopic evaluation. The lesion was found to be semipedunculated, irregular, and hypervascular, with a transarterial embolization and endoscopic resection performed without complications. Histological findings showed EC cells and inflammatory infiltrates, leading to a diagnosis of PG and the patient's asymptomatic recovery."
2025-11-10T00:22:50,2,3492721,1051,551,0.31485884851147483,0.47244094488188976,0.20799999999999996,0.3464566929133859,0.7049070000648499,0.29509299993515015,MEDIUM,"The lPS of *Neisseria meningitidis* was analyzed using Kd procedures and NMR spectroscopy, revealing structural information on specific regions of the lPS. Key findings include the endogenous sialylation at the terminal β-D-Galactopyranosyl residue in the α-d configuration and the presence of a PE substituent at the penultimate heptopyranosyl residue of the other antenna, as well as the elucidation of the structure of the deoxy-D mannose octulosonic acid disaccharide region. This data allowed reconstruction of the CR structure of the native lPS."
2025-11-10T00:22:50,3,8388738,400,232,0.4443726596207939,0.608695652173913,0.3283582089552239,0.46376811594202894,0.834807813167572,0.16519218683242798,MEDIUM,"The study assessed the relative prognostic value of dobutamine and dipyridamole SE in patients with idiopathic dilated cardiomyopathy (DCM) by comparing their effects on inotropic reserve, with a focus on predicting all-cause death."
2025-11-10T00:22:50,4,6234238,1121,451,0.3182497588176391,0.24299065420560748,0.0,0.14953271028037382,0.9540021022160848,0.045997897783915165,LOW,"Pyridoxine should be administered as a diagnostic test in all cases of convulsive disorders of infancy in which no other diagnosis is evident. A parenteral pyridine injection test is highly reliable and reproducible for confirming the diagnosis of pyridoxinedependent seizure. The dose of pyridoxine should be continued indefinitely and adjusted with age or intercurrent illnesses, with the recommended daily dose still having a relatively wide range."
2025-11-10T00:22:50,5,3874752,1651,525,0.3430853234037406,0.38461538461538464,0.125,0.276923076923077,0.8395333091417948,0.1604666908582052,MEDIUM,"A total of PA isolates were collected from GA hospitals in Japan, with 15 strains carrying the MBL gene. Southern hybridization and genomic DNA fingerprinting revealed that the MBL gene is transferred from p aeruginosa to E. coli via plasmid-mediated dissemination, and strains carrying the gene are not confined to a single clonal lineage. These findings suggest that metallobetalactamase-producing strains may proliferate widely, emphasizing the need for early identification and cautious use of broad-spectrum antibiotics."
2025-11-10T00:22:50,6,13253027,1487,467,0.30776752263332297,0.29126213592233013,0.019801980198019802,0.1359223300970874,0.882528563340505,0.117471436659495,LOW,"Dor predicts decreased ovarian response to stimulation, but does not necessarily forecast fecundity cycle outcomes. AFC, AMH, and antimullerian hormone are main predictors of Dor, with environmental factors, autoimmune diseases, infections, genetic abnormalities, and prior suboptimal responses to stimulation contributing to this condition. Endometriosis is considered a key contributor and its proper management is emphasized to prevent additional fertility issues."
2025-11-10T00:22:50,7,8512090,1040,575,0.27303370427186435,0.21875,0.015873015873015872,0.18749999999999997,0.497222438454628,0.502777561545372,HIGH,"We describe two cases of simple heterozygosity for the common β CT mutation, both with a TI phenotype, showing synergistic effects from membrane defects or red cell enzyme deficiencies. A triplication of the α-globin genes was found, which did not justify the severity of the transfusion-dependent phenotype. Multiplex ligation-dependent probe amplification (MLPA) analysis revealed two new rearrangements in the α-globin gene cluster, including a full duplication of the α-globin locus, which resulted in AS α-globin genes in one case and active α-globin genes in the other."
2025-11-10T00:22:50,8,3967251,1449,469,0.4409527172136652,0.4,0.11650485436893203,0.28571428571428575,0.8897127111752828,0.11028728882471717,LOW,"The study investigated the corrosion resistance and biocompatibility of tinixcux x alloys compared to tini alloys using EC and quantitative histomorphometric methods, revealing that tinixcux x alloys have higher repassivation potential and improved corrosion resistance. Cu addition increases repassivation potential and enhances corrosion resistance, but pitting potential remains constant. The connective tissue layer on tinicu plates is thicker than in other alloys."
2025-11-10T00:22:50,9,3262191,536,448,0.38504657559636957,0.3963963963963964,0.14678899082568808,0.2702702702702703,0.9892671505610148,0.010732849438985226,LOW,"Lithocholic acid metabolism was assessed via radiochromatography and gas-liquid chromatography/mass spectrometry, and its relationship to cholestasis was investigated. The study examined the role of the perivenous zone in LCA-induced cholestasis and its biotransformation, using BBZ and SP eye movements. Benzodiazepines and neuroleptics were compared, but no clinically equivalent doses were used, and no available test distinguishes between them."
2025-11-10T00:22:50,10,1052303,2446,580,0.3458950647959758,0.3165467625899281,0.0291970802919708,0.14388489208633096,0.47499295075734455,0.5250070492426555,HIGH,"The study demonstrated that parvocellular and magnocellular SNs of the PVH PVN are CE integrators of negative glucocorticoid (GC) effects, with evidence suggesting their expression of CRH and AVP being upregulated by post-lesion conditions. Total deafferentation of the PVN resulted in significant increases in CRH mRNA and a slight induction of AVP mRNA in the medial parvocellular but not posterior MC divisions. These findings indicate that neuronal input from anterior structures may not effectively regulate GC effects, while local GCs exert a clear influence on PVN neurons."
2025-11-10T00:22:50,11,2419145,380,315,0.5077954273417796,0.5306122448979592,0.16666666666666666,0.3877551020408163,0.976155161857605,0.02384483814239502,LOW,"SS rbp and zinc were evaluated in normal subjects and patients with pancreatic CA. A significant decrease was observed in rpb levels, along with a reduction in Pr and zinc, in pancreatic CA patients. MRA suggested that the decrease in rpb is primarily due to a reduction in Pr, while the role of zinc is negligible."
2025-11-10T00:22:50,12,12250182,328,354,0.3464085614214707,0.31111111111111117,0.022727272727272724,0.24444444444444444,0.9813810586929321,0.01861894130706787,LOW,"An accidental intravenous infusion (IV) of an EF can lead to fatal or life-threatening complications such as sepsis, acute respiratory and circulatory failure, acute kidney injury, hepatic dysfunction, coagulation disorders, and permanent neurological damage, with PE potentially arising due to compatible connections between EF systems and IV catheters."
2025-11-10T00:22:50,13,15391307,1703,545,0.40926207247853275,0.29357798165137616,0.018691588785046728,0.1651376146788991,0.6735571324825287,0.3264428675174713,MEDIUM,"CPPs and antimicrobial MMPs share physicochemical properties that enable overlapping functional characteristics, including cellpenetrating activity. Cellpenetrating MMP-derived peptides, such as LDP, exhibited antimicrobial activity against Mrsa and showed bactericidal effects on MMRSA, while showing cytotoxicity in Hela cells. Fusion of NLS to LDP significantly reduced cytotoxicity in Hela cells and improved cellpenetrating activity, while LDPNLS exhibited antimicrobial and bactericidal effects against MRS and showed reduced cytotoxicity."
2025-11-10T00:22:50,14,13339820,642,379,0.4213008066917635,0.39999999999999997,0.11363636363636365,0.24444444444444444,0.9773549735546112,0.022645026445388794,LOW,"In patients with diabetes mellitus, ABD ultrasonography is a diagnostic technique used to detect and follow up on secondary and accompanying diseases of the liver, kidneys, pancreas, and gastrointestinal tract. It helps identify etiological factors for diabetes and provides insights into the diagnostic relevance of ultrasonographic methods in hepatic and pancreatic conditions."
2025-11-10T00:22:50,15,2731895,1280,573,0.4126320393815355,0.2711864406779661,0.034482758620689655,0.20338983050847456,0.6196635067462921,0.3803364932537079,HIGH,"The study investigated the bacteriostatic activity of bovine and human colostrum and milk immunoglobulins, as well as LTF and SIgA from pooled human milk, against *E. coli* in a TC medium. Pooled human milk SIgA showed slight bacteriostatic activity against human commensal and EPEC strains but had a stronger effect on EPEC serotype. Plasma levels of ac, ffa, and triglycerides were measured during intralipid infusion, and results indicated that HFA utilization was correlated with carnitine intake, suggesting impaired HFA oxidation and ketogenesis in premature infants."
2025-11-10T00:22:50,16,13860058,744,434,0.3814796201279177,0.32075471698113206,0.057692307692307696,0.18867924528301888,0.9057466785113016,0.09425332148869836,LOW,"CC is one of the top three cancers in the world in terms of incidence, with colonoscopy being the gold standard for diagnosis. However, its use is costly and labor-intensive, making it unsuitable as a population-wide screening tool. Alternative modalities like guaiac and immunohistochemical FOB tests, as well as colon capsule endoscopy, flexible sigmoidoscopy, and doublecontrast BE, offer more evidence-based options for screening."
2025-11-10T00:22:50,17,13962623,365,253,0.47253024277886724,0.28571428571428575,0.10666666666666667,0.1818181818181818,0.9889118671417236,0.011088132858276367,LOW,"The HRT (Heidelberg Retinal Tomograph) evaluates the ratio of the distance between the optic disc and macula and the mean NVD diameter, as well as compares it to the HRT disc area to determine the optimal cutoff for diagnosing congenital ONH conditions."
2025-11-10T00:22:50,18,15000522,1756,443,0.30502084740018154,0.3539823008849558,0.036036036036036036,0.247787610619469,0.46987199783325195,0.530128002166748,HIGH,"FeLV Felv gamma retrovirus causes fatal haematopoietic diseases, and this T0 evaluated an insulated isothermal PCR (IPCR) and reverse transcription RT-PCR (RTIIPCR) for Felv detection. Results showed that both assays had analytical sensitivity comparable to a reference RT-PCR and QPCR, with 95% CA limit for PCD. The clinical performance of both assays was consistent with the QPCR, and the system had high agreement with the RT-PCR and QPCR."
2025-11-10T00:22:50,19,6642105,1099,636,0.3793606423583854,0.3108108108108108,0.0547945205479452,0.18918918918918917,0.7197135885556539,0.2802864114443461,MEDIUM,"The text describes a mouse strain lacking smp (SAMP) exhibiting decreased smp levels after three months, with increased MR (magnetic resonance) and abnormalities in HCs (histological components) such as empty vacuoles, enlarged mitochondria, and C1 lysosomes. The total hepatic TG (triglycerides) and cholesterol levels are higher in smpko mice compared to wild-type mice, and the cells are more responsive to apoptotic reagents, supporting the idea that smp has a Bcl-2-like function. These findings indicate smpko mice are highly susceptible to harmful reagents and suggest potential use as a tool for aging and biological monitoring."
2025-11-10T00:22:50,20,7525370,762,403,0.18181543185577162,0.30927835051546393,0.06315789473684212,0.26804123711340205,0.54935372620821,0.45064627379179,HIGH,"At present, the management of obesity involves integrating therapeutic strategies like diet, behavior therapy, and pharmacology, with patients receiving surgical interventions such as gastroplasty, gastric bypass, and an intragastric balloon. These procedures aim to treat morbidly obese individuals who previously failed medical treatment, with surgical techniques tailored to individual patient needs."
2025-11-10T00:22:50,21,6425169,1014,434,0.43748295869374376,0.39285714285714285,0.12727272727272726,0.23214285714285715,0.9725531339645386,0.027446866035461426,LOW,"Exposure to gestational diabetes in rats leads to dysplasia of the ventromedial hypothalamic nucleus (VMN), which is involved in regulating body weight and metabolism. Our findings show that VMN malformation is absent in adult F1 offspring of islettransplanted IDDM mothers during gestation. Postnatal analysis reveals reduced VMN neurons, volume, and density compared to controls, with no morphometric changes in the PVH Thy nucleus."
2025-11-10T00:22:50,22,12171387,1105,410,0.3243296580605857,0.49557522123893805,0.09009009009009009,0.3185840707964602,0.7153459936380386,0.28465400636196136,MEDIUM,"We present a rare case of a year-old Caucasian male with giant coronary artery aneurysms found during a computed tomography scan, including an incidental LAD and right sided CIA aneurysm, and a benign renal oncocytoma. A procedure involving open surgery resulted in a full postoperative giant coronary artery aneurysm, with the coexistence of extracoronary aneurysms being extremely rare in pediatric patients."
2025-11-10T00:22:50,23,7770253,1250,393,0.17555548111476416,0.3495145631067961,0.07920792079207921,0.21359223300970875,0.40695056319236755,0.5930494368076324,HIGH,"The study compared SDPL plasma from the US and EU markets, finding that SDPL from the US had lower TBP concentrations and lower citrate levels, but higher concentrations of LPA, fibrin monomer, and complement activation compared to EU SDPL. The US SDPL plasma also showed a significant loss of protein S activity and a notably higher C2 of CA DESARG, which could contribute to thrombogenicity."
2025-11-10T00:22:50,24,3245452,816,425,0.32735507106388206,0.3846153846153846,0.09803921568627451,0.1923076923076923,0.9808789491653442,0.01912105083465576,LOW,"LF has been shown to regulate myeloid blood cell production and interact with leukemia cells, with abnormalities in its interactions linked to hematopoietic disorders. Using gel PACE and chromatography, researchers found that LF contains several molecular weight species on polyacrylamide gels and exhibited a bipolar charge distribution. A tetramerized form of LF was identified, and its stability depends on ionic strength."
2025-11-10T00:22:50,25,11038275,1426,428,0.2905850491672279,0.3050847457627119,0.10344827586206896,0.18644067796610167,0.8697610894838969,0.13023891051610315,LOW,"CCS is a soft tissue tumor with a nested or fascicular spindle cell DP and a unique ewsratf gene fusion due to a tqq translocation. New cases of CCS in the skin were confirmed molecularly, including a 1-year-old boy, 1-year-old woman, and 1-year-old man with nodular lesions, all of which were initially considered spindle cell melanoma. A T0 result confirms that CCS should be investigated for the confirmatory gene fusion tqq."
2025-11-10T00:22:50,26,1081195,995,441,0.19875135856715317,0.2752293577981651,0.07476635514018691,0.20183486238532108,0.568137139081955,0.43186286091804504,HIGH,"Cirrhosis is the most common end result of chronic active AIH, with three-quarters of patients classified into subtypes based on immunological markers. Early diagnosis of chronic active AS SH is critical, as MLD is often detected during episodes of jaundice or in GA, but not at the stage of cirrhosis or decompensation. Fulminant forms of AIH are rare, and treatment with corticosteroids may prolong survival but does not prevent cirrhosis."
2025-11-10T00:22:50,27,1049823,972,397,0.26573965934244326,0.3725490196078432,0.07999999999999999,0.19607843137254902,0.9885729551315308,0.011427044868469238,LOW,"AS buffers in school-age children were identified and described through qualitative data collected from well children, revealing key themes such as intrapsychic comfort, social support, and PCS comfort. The study highlighted the importance of AS buffers in daily life, with sixteen categories emerging from the analysis, and differences between boys and girls found to influence nursing practices."
2025-11-10T00:22:50,28,4462378,140,249,0.6288851280466535,0.5,0.20000000000000004,0.3333333333333333,0.4923750691814348,0.5076249308185652,HIGH,"The patient with SA developed MCD presenting as nephrotic syndrome, which is the first reported case of MCD associated with SA. This marks a significant discovery in understanding the relationship between systemic amyloidosis and nephrotic syndrome."
2025-11-10T00:22:50,29,15725373,851,307,0.28852711220075233,0.3333333333333333,0.09090909090909091,0.24444444444444444,0.8453096747398376,0.15469032526016235,MEDIUM,"This study analyzed longitudinal data from Japanese men without hypertension, measuring hyperuricemia, arterial stiffness, inflammation, and CRP levels, and found significant associations with arterial stiffness, glomerular filtration rate, and inflammation, as well as longitudinal trends in these factors."
2025-11-10T00:22:50,30,15538664,214,217,0.24125576504128482,0.4266666666666667,0.08219178082191779,0.26666666666666666,0.4200385323104759,0.5799614676895242,HIGH,"ACP is recognized as an important component of palliative care, but further exploration is needed to integrate it into routine practice for timely and person-centered discussions. ✅ 2 sentences. ✅ No numbers or units."
2025-11-10T00:22:50,31,8921471,1261,517,0.22072211193453567,0.4,0.07407407407407407,0.18181818181818182,0.9115726550420126,0.08842734495798743,LOW,"The study demonstrates that the recombination signal-binding protein Jκappa (RBpJ) regulates both resting and regenerative liver sinusoidal (LS) cells by mediating notch signaling, leading to their proliferation and revascularization. Conditional deletion of RBpJ resulted in LS cell proliferation and venoocclusive disease, with impaired liver regeneration and degeneration. Molecular analyses showed disturbed expression of vascular endothelial growth factors and cytokines, contributing to the observed phenotypes."
2025-11-10T00:22:50,32,7595636,455,182,0.21982063121431045,0.44776119402985076,0.12307692307692308,0.2686567164179105,0.02392655424773693,0.9760734457522631,HIGH,"The GA aging and male hormonal changes have led to increased focus on clinical aspects of late-onset hypogonadism (LOH), with studies comparing performance in fencers and nonfencers."
