run_timestamp,sample_idx,ABSTRACT_ID,orig_len,sum_len,tfidf_cosine,rouge1_f1,rouge2_f1,rougeL_f1,hallucination_gpt4,generated_summary
2025-11-21T16:33:08,0,2069316,1039,413,0.31683302381343204,0.5303030303030304,0.27692307692307694,0.4242424242424243,0.25,"The study developed an animal model of chronic allergic airway disease in sheep by repeatedly exposing them to ascaris antigen until a stable increase in respiratory resistance (RL) was achieved. The sheep groups were compared using pulmonary CF tests and bronchoalveolar lavage (BAL) analyses, showing differences in trapping volume and BAL cell counts, with group C showing significant differences from group A."
2025-11-21T16:33:08,1,6967959,1276,326,0.17205925893469146,0.5161290322580646,0.21978021978021978,0.4946236559139785,0.4,"A pyogenic granuloma (PG) was diagnosed in a 1-year-old male with melena, presenting as a hypervascular, irregular lesion in the stomach. Transarterial embolization and endoscopic mucosal resection were performed successfully, with histology confirming capillaries and inflammatory infiltrates, and no recurrence on follow-up."
2025-11-21T16:33:08,2,3492721,1051,401,0.28864530262609167,0.4901960784313726,0.2,0.39215686274509803,0.1,"The study used Kd procedures to generate oligosaccharide fragments from the L immunotype LPS of Neisseria meningitidis. High-resolution H and C NMR spectroscopy provided structural information on various regions of the LPS, including sialylation sites and the presence of PE substituents. This data, combined with published information, allowed the reconstruction of the entire native L LPS structure."
2025-11-21T16:33:08,3,8388738,400,410,0.2892133140215651,0.5531914893617021,0.32608695652173914,0.5106382978723405,0.0,"The study aimed to compare the prognostic value of dobutamine and dipyridamole stress echocardiography (SE) in predicting all-cause death in patients with idiopathic dilated cardiomyopathy (IDCM). The results showed that inotropic reserve, as assessed by these stress tests, is associated with better outcomes in IDCM patients, though the relative importance of each test in predicting death remains uncertain."
2025-11-21T16:33:08,4,6234238,1121,465,0.18187487200132518,0.3846153846153846,0.0784313725490196,0.2884615384615385,0.2,"Pyridoxine-dependent seizure is a rare autosomal recessive disorder causing neonatal intractable seizures due to an abnormality in the enzyme glutamate decarboxylase, leading to reduced synthesis of the inhibitory neurotransmitter GABA. The condition is diagnosed using the parenteral pyridine injection test, and treatment involves oral pyridoxine, which can rapidly control seizures. Long-term management requires increasing doses of pyridoxine as the child ages."
2025-11-21T16:33:08,5,3874752,1651,430,0.36285596764669176,0.43478260869565216,0.08849557522123894,0.20869565217391306,0.2,"PA isolates from Japanese hospitals were analyzed for carbapenem resistance using DNA hybridization with an MBL gene probe. The study identified 15 MBL gene-carrying strains, showing that MBL gene acquisition does not always increase resistance. The MBL gene was found on large plasmids, and resistance was transferred to E. coli via electroporation, suggesting that MBL-producing strains can spread through plasmid dissemination."
2025-11-21T16:33:08,6,13253027,1487,393,0.2547160911015822,0.40404040404040403,0.12371134020618557,0.26262626262626265,0.2,"Diminished ovarian reserve (DOR) is a clinical challenge in fertility care, as it does not reliably predict fecundity cycle outcomes, and is associated with various factors like environmental, autoimmune, metabolic, and genetic causes. Amh and AFC are the most predictive tests for DOR, and management strategies like cryopreservation and transplantation are proposed to address the condition."
2025-11-21T16:33:08,7,8512090,1040,324,0.16527545988905115,0.34090909090909094,0.11627906976744186,0.2727272727272727,0.25,"Two cases of heterozygosity for the common beta thal mutation presented with a TI phenotype. Molecular analysis revealed new alpha-globin gene duplications, which were associated with the severity of the transfusion-dependent phenotype, despite the absence of other known causes like membrane defects or enzyme deficiencies."
2025-11-21T16:33:08,8,3967251,1449,527,0.37034314299964466,0.4247787610619469,0.1081081081081081,0.30088495575221236,0.1,"The study used EC and quantitative histomorphometric methods to investigate the corrosion resistance and biocompatibility of TINI and TINIXCUX X alloys. It found that adding Cu to TINI increases the repassivation potential, improving corrosion resistance, while pitting potential increases with pH but repassivation remains constant. Biocompatibility was assessed by comparing connective tissue layers and cell counts, with TINICU plates showing increased tissue response but no significant differences in corrosion parameters."
2025-11-21T16:33:08,9,3262191,536,470,0.3340059339278336,0.3620689655172414,0.15789473684210525,0.2758620689655172,0.1,"The study assessed the metabolism of lithocholic acid (LCA) using radiochromatography and gas-liquid chromatography-mass spectrometry, and explored its relationship to cholestasis. It also examined the role of the perivenous zone in LCA-induced cholestasis and biotransformation. The study also discussed the effects of certain drugs on EM measures, though the doses were not clinically equivalent, and no test could distinguish between benzodiazepines and neuroleptics."
2025-11-21T16:33:08,10,1052303,2446,570,0.36175476693525926,0.3880597014925373,0.12121212121212122,0.23880597014925375,0.2,"The study investigated the role of neuronal feedback in regulating CRH and AVP mRNA expression in the PVH pvn by deafferenting the pvn region in rats. Results showed that total deafferentation significantly increased CRH mRNA expression, indicating that local glucocorticoid feedback alone is insufficient to maintain normal CRH expression, while neuronal input plays a role in regulating CRH. AVP mRNA showed a slight increase in the medial parvocellular division, suggesting that neuronal input may influence AVP expression but local glucocorticoid feedback limits it."
2025-11-21T16:33:08,11,2419145,380,445,0.3282217146558994,0.5945945945945946,0.2385321100917431,0.4504504504504505,0.0,"The study evaluated serum retinol-binding protein (RBP), prealbumin, and zinc levels in normal subjects and patients with pancreatic cancer (PC) and chronic conditions. A significant decrease in RBP was found in pancreatic cancer patients compared to controls, accompanied by a reduction in prealbumin and zinc. The study suggested that the decrease in RBP levels is primarily due to reduced prealbumin levels, while the role of zinc is minimal."
