run_timestamp,sample_idx,ABSTRACT_ID,orig_len,sum_len,tfidf_cosine,rouge1_f1,rouge2_f1,rougeL_f1,nli_avg_entailment,hallucination_nli,hallucination_level_nli,hallucination_heuristic,hallucination_level_heuristic,unsupported_count,numeric_hallucinated_count,unsupported_tokens,numeric_hallucinated,generated_summary
2025-11-24T12:24:06,0,2069316,1039,413,0.31683302381343204,0.5303030303030304,0.27692307692307694,0.4242424242424243,0.874091386795044,0.12590861320495605,LOW,0.11733615221987313,LOW,6,0,respiratory achieve use analyse count significant,,"The study developed an animal model of chronic allergic airway disease in sheep by repeatedly exposing them to ascaris antigen until a stable increase in respiratory resistance (RL) was achieved. The sheep groups were compared using pulmonary CF tests and bronchoalveolar lavage (BAL) analyses, showing differences in trapping volume and BAL cell counts, with group C showing significant differences from group A."
2025-11-24T12:24:06,1,6967959,1276,326,0.17205925893469146,0.5161290322580646,0.21978021978021978,0.4946236559139785,0.8672007918357849,0.1327992081642151,LOW,0.15564516129032258,MEDIUM,3,1,male present successfully,1,"A pyogenic granuloma (PG) was diagnosed in a 1-year-old male with melena, presenting as a hypervascular, irregular lesion in the stomach. Transarterial embolization and endoscopic mucosal resection were performed successfully, with histology confirming capillaries and inflammatory infiltrates, and no recurrence on follow-up."
2025-11-24T12:24:06,2,3492721,1051,401,0.28864530262609167,0.4901960784313726,0.2,0.39215686274509803,0.763449639081955,0.23655036091804504,MEDIUM,0.1530920060331825,MEDIUM,7,0,generate spectroscopy provide various site substituents combine,,"The study used Kd procedures to generate oligosaccharide fragments from the L immunotype LPS of Neisseria meningitidis. High-resolution H and C NMR spectroscopy provided structural information on various regions of the LPS, including sialylation sites and the presence of PE substituents. This data, combined with published information, allowed the reconstruction of the entire native L LPS structure."
2025-11-24T12:24:06,3,8388738,400,410,0.2892133140215651,0.5531914893617021,0.32608695652173914,0.5106382978723405,0.4158329558558762,0.5841670441441238,HIGH,0.22541690626797012,MEDIUM,10,0,predict idcm result show test idcm though test predict uncertain,,"The study aimed to compare the prognostic value of dobutamine and dipyridamole stress echocardiography (SE) in predicting all-cause death in patients with idiopathic dilated cardiomyopathy (IDCM). The results showed that inotropic reserve, as assessed by these stress tests, is associated with better outcomes in IDCM patients, though the relative importance of each test in predicting death remains uncertain."
2025-11-24T12:24:06,4,6234238,1121,465,0.18187487200132518,0.3846153846153846,0.0784313725490196,0.2884615384615385,0.7188849250475565,0.2811150749524435,MEDIUM,0.2589118198874296,MEDIUM,12,0,due glutamate lead reduce condition diagnose use treatment involve oral management child,,"Pyridoxine-dependent seizure is a rare autosomal recessive disorder causing neonatal intractable seizures due to an abnormality in the enzyme glutamate decarboxylase, leading to reduced synthesis of the inhibitory neurotransmitter GABA. The condition is diagnosed using the parenteral pyridine injection test, and treatment involves oral pyridoxine, which can rapidly control seizures. Long-term management requires increasing doses of pyridoxine as the child ages."
2025-11-24T12:24:06,5,3874752,1651,430,0.36285596764669176,0.43478260869565216,0.08849557522123894,0.20869565217391306,0.9078168869018555,0.09218311309814453,LOW,0.16148272017837234,MEDIUM,5,1,japanese analyze show always increase,15,"PA isolates from Japanese hospitals were analyzed for carbapenem resistance using DNA hybridization with an MBL gene probe. The study identified 15 MBL gene-carrying strains, showing that MBL gene acquisition does not always increase resistance. The MBL gene was found on large plasmids, and resistance was transferred to E. coli via electroporation, suggesting that MBL-producing strains can spread through plasmid dissemination."
2025-11-24T12:24:06,6,13253027,1487,393,0.2547160911015822,0.40404040404040403,0.12371134020618557,0.26262626262626265,0.9165794551372528,0.08342054486274719,LOW,0.15064935064935064,MEDIUM,6,0,reliably predict associate various strategy address,,"Diminished ovarian reserve (DOR) is a clinical challenge in fertility care, as it does not reliably predict fecundity cycle outcomes, and is associated with various factors like environmental, autoimmune, metabolic, and genetic causes. Amh and AFC are the most predictive tests for DOR, and management strategies like cryopreservation and transplantation are proposed to address the condition."
2025-11-24T12:24:06,7,8512090,1040,324,0.16527545988905115,0.34090909090909094,0.11627906976744186,0.2727272727272727,0.5141386669129133,0.4858613330870867,HIGH,0.19237012987012986,MEDIUM,6,0,associate despite absence known cause like,,"Two cases of heterozygosity for the common beta thal mutation presented with a TI phenotype. Molecular analysis revealed new alpha-globin gene duplications, which were associated with the severity of the transfusion-dependent phenotype, despite the absence of other known causes like membrane defects or enzyme deficiencies."
2025-11-24T12:24:06,8,3967251,1449,527,0.37034314299964466,0.4247787610619469,0.1081081081081081,0.30088495575221236,0.8803396622339884,0.11966033776601159,LOW,0.14245981578472094,LOW,8,0,use find remain assess compare count increased response,,"The study used EC and quantitative histomorphometric methods to investigate the corrosion resistance and biocompatibility of TINI and TINIXCUX X alloys. It found that adding Cu to TINI increases the repassivation potential, improving corrosion resistance, while pitting potential increases with pH but repassivation remains constant. Biocompatibility was assessed by comparing connective tissue layers and cell counts, with TINICU plates showing increased tissue response but no significant differences in corrosion parameters."
2025-11-24T12:24:06,9,3262191,536,470,0.3340059339278336,0.3620689655172414,0.15789473684210525,0.2758620689655172,0.990135113398234,0.009864886601765988,LOW,0.19808429118773943,MEDIUM,8,0,explore also also discuss effect certain though could,,"The study assessed the metabolism of lithocholic acid (LCA) using radiochromatography and gas-liquid chromatography-mass spectrometry, and explored its relationship to cholestasis. It also examined the role of the perivenous zone in LCA-induced cholestasis and biotransformation. The study also discussed the effects of certain drugs on EM measures, though the doses were not clinically equivalent, and no test could distinguish between benzodiazepines and neuroleptics."
